scenario_id,feeder,slack_vm,load_scale,pv_penetration,replicate,converged,available_pv_mw,pre_min_vm_pu,pre_max_vm_pu,pre_undervoltage_buses,pre_overvoltage_buses,pre_overvoltage_scenario,selected_pv_curtail,post_min_vm_pu,post_max_vm_pu,post_undervoltage_buses,post_overvoltage_buses,post_overvoltage_scenario,accepted_pv_mw,curtailed_pv_mw
158,69,1.0,0.5,2.0,2,True,3.802099999999999,0.9827644637211154,1.0166794844628348,0,0,0,0.0,0.9827644637211154,1.0166794844628348,0,0,0,3.802099999999999,0.0
159,69,1.0,0.5,3.0,0,True,5.703150000000001,0.997418380826097,1.0231114311091307,0,0,0,0.0,0.997418380826097,1.0231114311091307,0,0,0,5.703150000000001,0.0
160,69,1.0,0.5,3.0,1,True,5.703150000000001,0.9800946622357957,1.064764963311675,0,13,1,0.2,0.9756240632189275,1.0485691074884402,0,0,0,4.562520000000001,1.1406300000000003
161,69,1.0,0.5,3.0,2,True,5.703150000000001,0.9819346132918708,1.0286112919307187,0,0,0,0.0,0.9819346132918708,1.0286112919307187,0,0,0,5.703150000000001,0.0
162,69,1.0,0.5,4.0,0,True,7.604199999999998,0.9989499132102797,1.0685105274637043,0,14,1,0.3,0.9984338270695696,1.0430440284567055,0,0,0,5.322939999999998,2.281259999999999
163,69,1.0,0.5,4.0,1,True,7.604199999999998,0.9817256584648801,1.0746786060484854,0,15,1,0.3,0.9745678653814048,1.047470146086222,0,0,0,5.322939999999998,2.281259999999999
164,69,1.0,0.5,4.0,2,True,7.604199999999998,0.9990364547844548,1.0431398651075172,0,0,0,0.0,0.9990364547844548,1.0431398651075172,0,0,0,7.604199999999998,0.0
165,69,1.0,0.7,1.0,0,True,2.661469999999999,0.9625369048214282,1.0000107200384278,0,0,0,0.0,0.9625369048214282,1.0000107200384278,0,0,0,2.661469999999999,0.0
166,69,1.0,0.7,1.0,1,True,2.661469999999999,0.9546321061442032,1.0047291027547156,0,0,0,0.0,0.9546321061442032,1.0047291027547156,0,0,0,2.661469999999999,0.0
167,69,1.0,0.7,1.0,2,True,2.661469999999999,0.9661704426127637,1.0149696623948028,0,0,0,0.0,0.9661704426127637,1.0149696623948028,0,0,0,2.661469999999999,0.0
168,69,1.0,0.7,1.5,0,True,3.9922050000000002,0.9644946905711503,1.0144379382498352,0,0,0,0.0,0.9644946905711503,1.0144379382498352,0,0,0,3.9922050000000002,0.0
169,69,1.0,0.7,1.5,1,True,3.9922050000000002,0.9586945953749767,1.0093795935919676,0,0,0,0.0,0.9586945953749767,1.0093795935919676,0,0,0,3.9922050000000002,0.0
170,69,1.0,0.7,1.5,2,True,3.9922050000000002,0.985827622161974,1.0044405143427941,0,0,0,0.0,0.985827622161974,1.0044405143427941,0,0,0,3.9922050000000002,0.0
171,69,1.0,0.7,2.0,0,True,5.322939999999998,0.9550527356982518,1.0295181568430327,0,0,0,0.0,0.9550527356982518,1.0295181568430327,0,0,0,5.322939999999998,0.0
172,69,1.0,0.7,2.0,1,True,5.322939999999998,0.9560782281156253,1.057516066896192,0,4,1,0.1,0.9543896859680875,1.0493237691852026,0,0,0,4.790645999999999,0.5322939999999998
173,69,1.0,0.7,2.0,2,True,5.322939999999998,0.9831129728504974,1.032183793214843,0,0,0,0.0,0.9831129728504974,1.032183793214843,0,0,0,5.322939999999998,0.0
174,69,1.0,0.7,3.0,0,True,7.9844100000000005,0.9648554208279633,1.0695609026216766,0,13,1,0.3,0.9572147470465805,1.0413797744805564,0,0,0,5.589087,2.395323
175,69,1.0,0.7,3.0,1,True,7.9844100000000005,0.9979762809090325,1.0620740088034635,0,12,1,0.2,0.9975681587578653,1.0448004017741024,0,0,0,6.3875280000000005,1.5968820000000001
176,69,1.0,0.7,3.0,2,True,7.9844100000000005,0.9849794454429524,1.0978505199166058,0,14,1,0.5,0.9625096665573821,1.037432429140792,0,0,0,3.9922050000000002,3.9922050000000002
177,69,1.0,0.7,4.0,0,True,10.645879999999996,0.996556421774418,1.101374683180652,0,18,1,0.5,0.9896504358419875,1.0393404219322688,0,0,0,5.322939999999998,5.322939999999998
178,69,1.0,0.7,4.0,1,True,10.645879999999996,0.9986480271750763,1.077925578767398,0,13,1,0.3,0.9840923869664315,1.0475327250995135,0,0,0,7.452115999999997,3.193763999999999
179,69,1.0,0.7,4.0,2,True,10.645879999999996,0.9985202265537538,1.0478756496332797,0,0,0,0.0,0.9985202265537538,1.0478756496332797,0,0,0,10.645879999999996,0.0
180,69,1.02,0.3,1.0,0,True,1.1406299999999998,0.9999596636556295,1.0289418228503395,0,0,0,0.0,0.9999596636556295,1.0289418228503395,0,0,0,1.1406299999999998,0.0
181,69,1.02,0.3,1.0,1,True,1.1406299999999998,0.998999847112918,1.0235438084232131,0,0,0,0.0,0.998999847112918,1.0235438084232131,0,0,0,1.1406299999999998,0.0
182,69,1.02,0.3,1.0,2,True,1.1406299999999998,1.0069765710832987,1.0208993110335565,0,0,0,0.0,1.0069765710832987,1.0208993110335565,0,0,0,1.1406299999999998,0.0
183,69,1.02,0.3,1.5,0,True,1.7109449999999997,1.0059256247452917,1.0299642510360822,0,0,0,0.0,1.0059256247452917,1.0299642510360822,0,0,0,1.7109449999999997,0.0
184,69,1.02,0.3,1.5,1,True,1.7109449999999997,1.006403862411519,1.0349421520278688,0,0,0,0.0,1.006403862411519,1.0349421520278688,0,0,0,1.7109449999999997,0.0
185,69,1.02,0.3,1.5,2,True,1.7109449999999997,1.0093400044478114,1.0287669516694975,0,0,0,0.0,1.0093400044478114,1.0287669516694975,0,0,0,1.7109449999999997,0.0
186,69,1.02,0.3,2.0,0,True,2.2812599999999996,1.0131506245474577,1.0276058856578585,0,0,0,0.0,1.0131506245474577,1.0276058856578585,0,0,0,2.2812599999999996,0.0
187,69,1.02,0.3,2.0,1,True,2.2812599999999996,1.0146401960551517,1.0357338478364455,0,0,0,0.0,1.0146401960551517,1.0357338478364455,0,0,0,2.2812599999999996,0.0
188,69,1.02,0.3,2.0,2,True,2.2812599999999996,1.0113255523020588,1.0448067742808045,0,0,0,0.0,1.0113255523020588,1.0448067742808045,0,0,0,2.2812599999999996,0.0
189,69,1.02,0.3,3.0,0,True,3.4218899999999994,1.0197116043803085,1.035253473650143,0,0,0,0.0,1.0197116043803085,1.035253473650143,0,0,0,3.4218899999999994,0.0
190,69,1.02,0.3,3.0,1,True,3.4218899999999994,1.0068510632146734,1.0459469879975904,0,0,0,0.0,1.0068510632146734,1.0459469879975904,0,0,0,3.4218899999999994,0.0
191,69,1.02,0.3,3.0,2,True,3.4218899999999994,1.0126635635680499,1.0462234096592387,0,0,0,0.0,1.0126635635680499,1.0462234096592387,0,0,0,3.4218899999999994,0.0
192,69,1.02,0.3,4.0,0,True,4.562519999999999,1.018341356045616,1.0491046948494909,0,0,0,0.0,1.018341356045616,1.0491046948494909,0,0,0,4.562519999999999,0.0
193,69,1.02,0.3,4.0,1,True,4.562519999999999,1.0193884492563716,1.0595197713376254,0,14,1,0.2,1.0163422221991898,1.0495050016300087,0,0,0,3.6500159999999995,0.9125039999999999
194,69,1.02,0.3,4.0,2,True,4.562519999999999,1.0183470350927546,1.0715450197071272,0,17,1,0.4,1.0127976095997286,1.0468021965862455,0,0,0,2.7375119999999993,1.8250079999999997
195,69,1.02,0.5,1.0,0,True,1.9010499999999995,0.9996838350389379,1.0242373039118733,0,0,0,0.0,0.9996838350389379,1.0242373039118733,0,0,0,1.9010499999999995,0.0
196,69,1.02,0.5,1.0,1,True,1.9010499999999995,0.9967980738210647,1.0298233629241003,0,0,0,0.0,0.9967980738210647,1.0298233629241003,0,0,0,1.9010499999999995,0.0
197,69,1.02,0.5,1.0,2,True,1.9010499999999995,0.9994423855982033,1.0228485539813255,0,0,0,0.0,0.9994423855982033,1.0228485539813255,0,0,0,1.9010499999999995,0.0
198,69,1.02,0.5,1.5,0,True,2.8515750000000004,1.0056334926537358,1.0490172616741709,0,0,0,0.0,1.0056334926537358,1.0490172616741709,0,0,0,2.8515750000000004,0.0
199,69,1.02,0.5,1.5,1,True,2.8515750000000004,0.9907473506579374,1.0235277346191107,0,0,0,0.0,0.9907473506579374,1.0235277346191107,0,0,0,2.8515750000000004,0.0
200,69,1.02,0.5,1.5,2,True,2.8515750000000004,0.9883204896889591,1.0433147360920347,0,0,0,0.0,0.9883204896889591,1.0433147360920347,0,0,0,2.8515750000000004,0.0
201,69,1.02,0.5,2.0,0,True,3.802099999999999,1.0034476005039692,1.0598126876539233,0,11,1,0.2,0.9987096946707136,1.048180423314882,0,0,0,3.0416799999999995,0.7604199999999999
202,69,1.02,0.5,2.0,1,True,3.802099999999999,0.9990384200139838,1.0427366467577657,0,0,0,0.0,0.9990384200139838,1.0427366467577657,0,0,0,3.802099999999999,0.0
203,69,1.02,0.5,2.0,2,True,3.802099999999999,1.0029161522941867,1.0716572907783046,0,14,1,0.4,0.9930466869426375,1.0437329379470284,0,0,0,2.281259999999999,1.5208399999999997
204,69,1.02,0.5,3.0,0,True,5.703150000000001,1.0182551992883453,1.0344430901985437,0,0,0,0.0,1.0182551992883453,1.0344430901985437,0,0,0,5.703150000000001,0.0
205,69,1.02,0.5,3.0,1,True,5.703150000000001,1.018586014028779,1.0469837942031033,0,0,0,0.0,1.018586014028779,1.0469837942031033,0,0,0,5.703150000000001,0.0
206,69,1.02,0.5,3.0,2,True,5.703150000000001,1.0149440041557753,1.056698337626923,0,14,1,0.2,1.0077059633854506,1.045670112524621,0,0,0,4.562520000000001,1.1406300000000003
207,69,1.02,0.5,4.0,0,True,7.604199999999998,1.0189747329144354,1.106158260152004,0,21,1,0.5,1.0027181882379985,1.0551853377619043,0,13,1,3.802099999999999,3.802099999999999
208,69,1.02,0.5,4.0,1,True,7.604199999999998,1.0172357346346106,1.0617867905844727,0,11,1,0.2,1.0172190645739387,1.0459501756817278,0,0,0,6.083359999999999,1.5208399999999997
209,69,1.02,0.5,4.0,2,True,7.604199999999998,1.0172309226014746,1.0517872097351892,0,15,1,0.1,1.0172229875648464,1.048105880486769,0,0,0,6.843779999999998,0.7604199999999999
210,69,1.02,0.7,1.0,0,True,2.661469999999999,0.9991453801712117,1.026863247358367,0,0,0,0.0,0.9991453801712117,1.026863247358367,0,0,0,2.661469999999999,0.0
211,69,1.02,0.7,1.0,1,True,2.661469999999999,0.9782540890518616,1.0408086995455699,0,0,0,0.0,0.9782540890518616,1.0408086995455699,0,0,0,2.661469999999999,0.0
212,69,1.02,0.7,1.0,2,True,2.661469999999999,0.9762996826546047,1.0270241706691154,0,0,0,0.0,0.9762996826546047,1.0270241706691154,0,0,0,2.661469999999999,0.0
213,69,1.02,0.7,1.5,0,True,3.9922050000000002,1.0037567104532725,1.0512540686187406,0,3,1,0.1,0.9995155245287635,1.045457932385859,0,0,0,3.5929845000000005,0.39922050000000003
214,69,1.02,0.7,1.5,1,True,3.9922050000000002,0.9719299564998295,1.049975832324645,0,0,0,0.0,0.9719299564998295,1.049975832324645,0,0,0,3.9922050000000002,0.0
215,69,1.02,0.7,1.5,2,True,3.9922050000000002,0.9862292308904849,1.0404369176620085,0,0,0,0.0,0.9862292308904849,1.0404369176620085,0,0,0,3.9922050000000002,0.0
216,69,1.02,0.7,2.0,0,True,5.322939999999998,0.9877136886338292,1.0416773223879592,0,0,0,0.0,0.9877136886338292,1.0416773223879592,0,0,0,5.322939999999998,0.0
217,69,1.02,0.7,2.0,1,True,5.322939999999998,0.9929594317470607,1.0651878654123528,0,14,1,0.3,0.9839066156661714,1.0437696080760672,0,0,0,3.7260579999999983,1.5968819999999995
218,69,1.02,0.7,2.0,2,True,5.322939999999998,1.0081694214309673,1.0703770754396564,0,15,1,0.3,0.9947951431696372,1.0476174636987747,0,0,0,3.7260579999999983,1.5968819999999995
219,69,1.02,0.7,3.0,0,True,7.9844100000000005,0.9928252249641585,1.0867330379238795,0,22,1,0.5,0.9768308996913148,1.0411066525249917,0,0,0,3.9922050000000002,3.9922050000000002
220,69,1.02,0.7,3.0,1,True,7.9844100000000005,0.9870700563638515,1.1202201156701794,0,18,1,0.5,0.9740136691285874,1.0591406715799492,0,13,1,3.9922050000000002,3.9922050000000002
221,69,1.02,0.7,3.0,2,True,7.9844100000000005,1.0183506495679304,1.0822388738210815,0,18,1,0.4,1.003100862098817,1.0473257017017714,0,0,0,4.790646,3.1937640000000003
222,69,1.02,0.7,4.0,0,True,10.645879999999996,1.0161182269083604,1.1463730269070564,0,22,1,0.5,1.0039849861742138,1.0733328881777109,0,14,1,5.322939999999998,5.322939999999998
223,69,1.02,0.7,4.0,1,True,10.645879999999996,1.0181988587086372,1.127685343120235,0,22,1,0.5,0.9975325474105772,1.062757265705912,0,13,1,5.322939999999998,5.322939999999998
224,69,1.02,0.7,4.0,2,True,10.645879999999996,1.0022252132563116,1.1397225293321362,0,22,1,0.5,0.9818218160096203,1.0695096960246522,0,13,1,5.322939999999998,5.322939999999998
225,69,1.04,0.3,1.0,0,True,1.1406299999999998,1.0218948959896832,1.0466288322127375,0,0,0,0.0,1.0218948959896832,1.0466288322127375,0,0,0,1.1406299999999998,0.0
226,69,1.04,0.3,1.0,1,True,1.1406299999999998,1.0239553554624103,1.0416810615683156,0,0,0,0.0,1.0239553554624103,1.0416810615683156,0,0,0,1.1406299999999998,0.0
227,69,1.04,0.3,1.0,2,True,1.1406299999999998,1.0218199496636464,1.0425983870280158,0,0,0,0.0,1.0218199496636464,1.0425983870280158,0,0,0,1.1406299999999998,0.0
228,69,1.04,0.3,1.5,0,True,1.7109449999999997,1.0265630143287428,1.0481898708207158,0,0,0,0.0,1.0265630143287428,1.0481898708207158,0,0,0,1.7109449999999997,0.0
229,69,1.04,0.3,1.5,1,True,1.7109449999999997,1.0337999400782472,1.0451177061283825,0,0,0,0.0,1.0337999400782472,1.0451177061283825,0,0,0,1.7109449999999997,0.0
230,69,1.04,0.3,1.5,2,True,1.7109449999999997,1.0298335943575083,1.0483987912089214,0,0,0,0.0,1.0298335943575083,1.0483987912089214,0,0,0,1.7109449999999997,0.0
231,69,1.04,0.3,2.0,0,True,2.2812599999999996,1.0340161842009543,1.059106437763156,0,14,1,0.3,1.028715768360777,1.0499257691802544,0,0,0,1.5968819999999997,0.6843779999999998
232,69,1.04,0.3,2.0,1,True,2.2812599999999996,1.0284764005330949,1.0485514598181556,0,0,0,0.0,1.0284764005330949,1.0485514598181556,0,0,0,2.2812599999999996,0.0
233,69,1.04,0.3,2.0,2,True,2.2812599999999996,1.0285741531360029,1.06250098245692,0,15,1,0.4,1.023396983504941,1.048905696332009,0,0,0,1.3687559999999996,0.9125039999999999
234,69,1.04,0.3,3.0,0,True,3.4218899999999994,1.0346058216668537,1.0706738529648137,0,15,1,0.5,1.0255645089013379,1.0496951187531294,0,0,0,1.7109449999999997,1.7109449999999997
235,69,1.04,0.3,3.0,1,True,3.4218899999999994,1.035839035496337,1.0663723188227998,0,15,1,0.5,1.0261986182296976,1.0474555852136496,0,0,0,1.7109449999999997,1.7109449999999997
236,69,1.04,0.3,3.0,2,True,3.4218899999999994,1.039018856419492,1.0916141916489217,0,22,1,0.5,1.027648789954505,1.0606463447394212,0,15,1,1.7109449999999997,1.7109449999999997
237,69,1.04,0.3,4.0,0,True,4.562519999999999,1.0393998926132508,1.0886544055593852,0,24,1,0.5,1.0302450629334134,1.059019848380427,0,15,1,2.2812599999999996,2.2812599999999996
238,69,1.04,0.3,4.0,1,True,4.562519999999999,1.0383798700164708,1.0788390500967067,0,39,1,0.5,1.0339471131053517,1.0539010773798816,0,13,1,2.2812599999999996,2.2812599999999996
239,69,1.04,0.3,4.0,2,True,4.562519999999999,1.031812500067499,1.0936588487936934,0,23,1,0.4,1.0254330994560263,1.0682127877531393,0,15,1,2.7375119999999993,1.8250079999999997
240,69,1.04,0.5,1.0,0,True,1.9010499999999995,1.0176232843472355,1.0422918868273323,0,0,0,0.0,1.0176232843472355,1.0422918868273323,0,0,0,1.9010499999999995,0.0
241,69,1.04,0.5,1.0,1,True,1.9010499999999995,1.0095042853784184,1.0441564578275926,0,0,0,0.0,1.0095042853784184,1.0441564578275926,0,0,0,1.9010499999999995,0.0
242,69,1.04,0.5,1.0,2,True,1.9010499999999995,1.0190028472030899,1.0566981908585895,0,14,1,0.2,1.0150268869375043,1.0494980536995522,0,0,0,1.5208399999999997,0.38020999999999994
243,69,1.04,0.5,1.5,0,True,2.8515750000000004,1.0163386961019822,1.05411900676122,0,13,1,0.2,1.0128279018517272,1.04741015364306,0,0,0,2.2812600000000005,0.5703150000000001
244,69,1.04,0.5,1.5,1,True,2.8515750000000004,1.008157372991263,1.0565249002868478,0,14,1,0.2,1.0062576578722824,1.0493275527156443,0,0,0,2.2812600000000005,0.5703150000000001
245,69,1.04,0.5,1.5,2,True,2.8515750000000004,1.0081952760239723,1.058973984141831,0,15,1,0.3,1.0053379338347088,1.0477778759397387,0,0,0,1.9961025000000001,0.8554725000000001
246,69,1.04,0.5,2.0,0,True,3.802099999999999,1.0072882713092346,1.0492882194861488,0,0,0,0.0,1.0072882713092346,1.0492882194861488,0,0,0,3.802099999999999,0.0
247,69,1.04,0.5,2.0,1,True,3.802099999999999,1.0310945154469313,1.0597539906098725,0,21,1,0.3,1.0219538880139443,1.0480380528141187,0,0,0,2.661469999999999,1.1406299999999996
248,69,1.04,0.5,2.0,2,True,3.802099999999999,1.0315645207310309,1.062581240484845,0,15,1,0.4,1.0185869248989454,1.0457879058993478,0,0,0,2.281259999999999,1.5208399999999997
249,69,1.04,0.5,3.0,0,True,5.703150000000001,1.0178865140503006,1.097163877758294,0,24,1,0.5,1.0084327942827542,1.0596278015550964,0,14,1,2.8515750000000004,2.8515750000000004
250,69,1.04,0.5,3.0,1,True,5.703150000000001,1.0372710869137254,1.1073710643914958,0,33,1,0.5,1.0240190046064872,1.0650954284792684,0,17,1,2.8515750000000004,2.8515750000000004
251,69,1.04,0.5,3.0,2,True,5.703150000000001,1.0276172270557447,1.090172872214378,0,22,1,0.5,1.0133527521939039,1.0560733533392466,0,14,1,2.8515750000000004,2.8515750000000004
252,69,1.04,0.5,4.0,0,True,7.604199999999998,1.0372974690702579,1.118443133124736,0,43,1,0.5,1.0343903398164846,1.0712124483692067,0,22,1,3.802099999999999,3.802099999999999
253,69,1.04,0.5,4.0,1,True,7.604199999999998,1.037632938162161,1.0896474336252133,0,43,1,0.5,1.0309511028595617,1.055643656684128,0,15,1,3.802099999999999,3.802099999999999
254,69,1.04,0.5,4.0,2,True,7.604199999999998,1.0372796567467797,1.149610580573669,0,30,1,0.5,1.0212454872490608,1.0881575662409286,0,18,1,3.802099999999999,3.802099999999999
255,69,1.04,0.7,1.0,0,True,2.661469999999999,0.993673238118009,1.052519167556911,0,7,1,0.1,0.9924267545234728,1.0485106685853842,0,0,0,2.3953229999999994,0.2661469999999999
256,69,1.04,0.7,1.0,1,True,2.661469999999999,0.987462384519778,1.0440028587574355,0,0,0,0.0,0.987462384519778,1.0440028587574355,0,0,0,2.661469999999999,0.0
257,69,1.04,0.7,1.0,2,True,2.661469999999999,0.9956190951707801,1.048076476449713,0,0,0,0.0,0.9956190951707801,1.048076476449713,0,0,0,2.661469999999999,0.0
258,69,1.04,0.7,1.5,0,True,3.9922050000000002,0.9979096490972812,1.0723118397805032,0,21,1,0.4,0.9912825676600097,1.048579431798695,0,0,0,2.395323,1.5968820000000001
259,69,1.04,0.7,1.5,1,True,3.9922050000000002,1.0138944177189273,1.0592302737546007,0,2,1,0.5,0.9976705120883569,1.0493470320825635,0,0,0,1.9961025000000001,1.9961025000000001
260,69,1.04,0.7,1.5,2,True,3.9922050000000002,1.0096480663373484,1.0836768763882407,0,21,1,0.5,0.9959565756522559,1.0485438789558506,0,0,0,1.9961025000000001,1.9961025000000001
261,69,1.04,0.7,2.0,0,True,5.322939999999998,1.0290208612147296,1.063436867764569,0,19,1,0.3,1.0156797823612704,1.048606259775889,0,0,0,3.7260579999999983,1.5968819999999995
262,69,1.04,0.7,2.0,1,True,5.322939999999998,1.0345565658551314,1.0931653946026239,0,22,1,0.5,1.0095199929891703,1.0535694888393703,0,11,1,2.661469999999999,2.661469999999999
263,69,1.04,0.7,2.0,2,True,5.322939999999998,1.0009460251127378,1.0718834863619393,0,22,1,0.4,0.9931457287726936,1.0491868064847234,0,0,0,3.193763999999999,2.1291759999999993
264,69,1.04,0.7,3.0,0,True,7.9844100000000005,1.0275026360889148,1.0831855185087522,0,29,1,0.5,1.0047818256864844,1.049025954735176,0,0,0,3.9922050000000002,3.9922050000000002
265,69,1.04,0.7,3.0,1,True,7.9844100000000005,1.0380269784090717,1.1292018529943368,0,36,1,0.5,1.0159429912423887,1.0732356255455087,0,15,1,3.9922050000000002,3.9922050000000002
266,69,1.04,0.7,3.0,2,True,7.9844100000000005,1.0380203710475286,1.143948523343195,0,37,1,0.5,1.0169362011083767,1.0812021545181316,0,15,1,3.9922050000000002,3.9922050000000002
267,69,1.04,0.7,4.0,0,True,10.645879999999996,1.0362194292808655,1.1650348084609516,0,41,1,0.5,1.025906923291179,1.0924095417335096,0,29,1,5.322939999999998,5.322939999999998
268,69,1.04,0.7,4.0,1,True,10.645879999999996,1.0382127250695043,1.1292672602880707,0,33,1,0.5,1.0122107461452223,1.0733529205022503,0,16,1,5.322939999999998,5.322939999999998
269,69,1.04,0.7,4.0,2,True,10.645879999999996,1.0318740907575976,1.1117774731221362,0,34,1,0.5,1.0071970756353614,1.0636774909308444,0,20,1,5.322939999999998,5.322939999999998
