cycle,day,hour,feeder,scenario_id,telemetry_age_min,stale_telemetry,unseen_topology,out_of_envelope,operator_override,residual_alarm,voltage_violation,screen_risk_flag,queue,reason_code
273,2,21,33,149,2.786895465171355,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
274,2,21,33,153,3.6215624817528917,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
275,2,21,33,159,6.996863424110061,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
276,2,22,33,161,2.90106565828941,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
277,2,22,33,162,2.030974140932679,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
278,2,22,33,170,1.9683838449194704,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
279,2,22,33,178,3.050222566163328,False,False,False,False,False,False,False,release,valid_low_risk
280,2,22,33,180,1.0521908067017576,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
281,2,22,33,199,13.65960416722651,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
282,2,23,33,200,3.2761667419026477,False,False,False,False,True,True,True,corrective_audit,interval_limit_intersection;rolling_residual_alarm
283,2,23,33,201,0.38133319299605545,False,False,False,False,False,False,False,release,valid_low_risk
284,2,23,33,206,3.5661925570917967,False,True,False,False,False,True,True,corrective_audit,interval_limit_intersection;unseen_topology
285,2,23,33,213,1.5433417383494004,False,False,False,False,False,False,False,release,valid_low_risk
286,2,23,33,215,2.7041961276213895,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
287,2,23,33,221,0.7853849494448851,False,False,False,False,False,False,False,release,valid_low_risk
288,3,0,33,233,2.609028670745639,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
289,3,0,33,235,1.7403791031874838,False,False,True,False,False,False,False,corrective_audit,out_of_envelope_forecast
290,3,0,33,236,6.406551095377337,True,False,False,False,True,True,True,corrective_audit,interval_limit_intersection;stale_telemetry;rolling_residual_alarm
291,3,0,33,238,1.4011387293866537,False,False,False,False,False,False,False,watch,near_limit_margin
292,3,0,33,240,2.8134052436676975,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
293,3,0,33,243,2.34787642570061,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
294,3,1,33,244,4.170799353550033,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
295,3,1,33,260,3.994137883107456,False,False,False,False,False,False,False,release,valid_low_risk
296,3,1,33,264,0.23502092914112413,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
297,3,1,33,285,1.418202857715708,False,False,False,False,True,True,True,corrective_audit,interval_limit_intersection;rolling_residual_alarm
298,3,1,33,289,1.0165421941290345,False,False,False,False,False,False,False,release,valid_low_risk
299,3,1,33,292,5.8802453680940125,True,False,False,False,False,False,False,corrective_audit,stale_telemetry
300,3,2,69,4,0.7827826500325896,False,False,False,False,False,False,False,watch,near_limit_margin
301,3,2,69,5,12.737081281164924,True,False,False,False,True,True,True,corrective_audit,interval_limit_intersection;stale_telemetry;rolling_residual_alarm
302,3,2,69,16,3.815504952987796,False,False,False,False,False,False,False,release,valid_low_risk
303,3,2,69,17,4.301242597626441,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
304,3,2,69,20,2.5944045355390872,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
305,3,2,69,22,3.083037150876492,False,True,False,False,False,True,True,corrective_audit,interval_limit_intersection;unseen_topology
306,3,3,69,27,1.8231916993705393,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
307,3,3,69,28,16.82800522823666,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
308,3,3,69,34,0.9794529895861895,False,False,False,False,False,False,False,release,valid_low_risk
309,3,3,69,38,2.7970857344828217,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
310,3,3,69,40,5.287313730632542,True,True,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry;unseen_topology
311,3,3,69,42,3.899891773042332,False,True,False,False,False,True,True,corrective_audit,interval_limit_intersection;unseen_topology
312,3,4,69,50,5.273404929150939,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
313,3,4,69,73,5.58519624327747,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
314,3,4,69,84,4.056971157938504,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
315,3,4,69,88,9.728669810186917,True,False,True,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry;out_of_envelope_forecast
316,3,4,69,99,1.3418050044425431,False,False,False,False,False,False,False,release,valid_low_risk
317,3,4,69,101,0.798379452634021,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
318,3,5,69,102,4.903679219054284,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
319,3,5,69,108,1.3027689905909787,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
320,3,5,69,116,4.623726499370253,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
321,3,5,69,118,3.892944889923322,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
322,3,5,69,120,3.358153006574037,False,False,False,False,False,False,False,release,valid_low_risk
323,3,5,69,122,6.027734878046474,True,False,False,False,False,False,False,corrective_audit,stale_telemetry
324,3,6,69,126,2.560814632642957,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
325,3,6,69,127,1.198010787512157,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
326,3,6,69,133,12.675717109151075,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
327,3,6,69,136,4.299901693774042,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
328,3,6,69,144,4.483876115520551,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
329,3,6,69,147,1.1387216747303097,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
330,3,7,69,156,3.2504200197175916,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
331,3,7,69,158,2.2229758940626296,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
332,3,7,69,164,1.2190864633273115,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
333,3,7,69,168,3.0352825330801982,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
334,3,7,69,194,1.9221586573132032,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
335,3,7,69,197,6.0349267576875665,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
336,3,8,69,200,0.578931317303144,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
337,3,8,69,201,2.784913116553606,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
338,3,8,69,205,3.3771996323236086,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
339,3,8,69,206,0.7282903738461429,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
340,3,8,69,209,4.092376681491975,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
341,3,8,69,210,4.021939185260981,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
342,3,9,69,214,8.523938732975557,True,False,False,False,False,False,False,corrective_audit,stale_telemetry
343,3,9,69,218,3.0550193137403405,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
344,3,9,69,230,0.848918726493054,False,False,False,False,False,False,False,release,valid_low_risk
345,3,9,69,235,6.140408861037699,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
346,3,9,69,244,5.07450057125134,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
347,3,9,69,251,1.071344720442293,False,False,False,True,False,True,True,corrective_audit,interval_limit_intersection;operator_override
348,3,10,69,254,1.8936154264204057,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
349,3,10,69,257,1.7954502006270936,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
350,3,10,69,268,18.05420588387322,True,False,False,False,True,True,True,corrective_audit,interval_limit_intersection;stale_telemetry;rolling_residual_alarm
351,3,10,69,269,5.16661376617189,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
352,3,10,69,272,1.3074711695517032,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
353,3,10,69,275,2.232357457428754,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
354,3,11,69,281,1.8608024360075048,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
355,3,11,69,286,1.2891477864055694,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
356,3,11,69,291,4.607591915160866,False,False,False,False,False,False,False,release,valid_low_risk
357,3,11,69,294,4.215537298185693,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
358,3,11,69,297,2.5111505930600924,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
359,3,11,69,299,6.370477114279229,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
360,3,12,33,3,4.352705175211661,False,False,True,False,False,True,True,corrective_audit,interval_limit_intersection;out_of_envelope_forecast
361,3,12,33,11,3.9735481864257842,False,False,False,False,False,False,False,release,valid_low_risk
362,3,12,33,13,3.484118684339825,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
363,3,12,33,17,3.634159367711238,False,False,False,False,False,False,False,release,valid_low_risk
364,3,12,33,18,4.171529882302399,False,False,False,False,False,False,False,release,valid_low_risk
365,3,12,33,22,3.4068114147436623,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
366,3,13,33,27,4.1590310832825335,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
367,3,13,33,31,2.546197549150354,False,False,False,False,False,False,False,release,valid_low_risk
368,3,13,33,38,15.709402565910452,True,False,False,False,False,False,False,corrective_audit,stale_telemetry
369,3,13,33,47,4.892710937195808,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
370,3,13,33,52,0.7358521889024647,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
371,3,13,33,59,3.2289915771294493,False,False,False,False,True,True,True,corrective_audit,interval_limit_intersection;rolling_residual_alarm
372,3,14,33,72,7.97791015471168,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
373,3,14,33,84,1.4420756726674306,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
374,3,14,33,86,5.788554597126035,True,False,False,False,False,False,False,corrective_audit,stale_telemetry
375,3,14,33,94,1.0730624314455013,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
376,3,14,33,95,3.648110957160225,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
377,3,14,33,104,2.709847631672411,False,False,False,False,False,False,False,release,valid_low_risk
378,3,15,33,105,1.4210270462606194,False,False,False,False,False,False,False,release,valid_low_risk
379,3,15,33,112,4.235383933360488,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
380,3,15,33,116,5.353139308692821,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
381,3,15,33,122,5.085808582531298,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
382,3,15,33,124,0.3412261210731214,False,False,False,False,True,True,True,corrective_audit,interval_limit_intersection;rolling_residual_alarm
383,3,15,33,128,3.7880874751708724,False,False,False,False,False,False,False,watch,near_limit_margin
384,3,16,33,131,9.345238431136288,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
385,3,16,33,133,2.9852031472187974,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
386,3,16,33,134,4.412740911384716,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
387,3,16,33,135,2.2066974083246005,False,False,True,False,False,True,True,corrective_audit,interval_limit_intersection;out_of_envelope_forecast
388,3,16,33,136,4.446402514867183,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
389,3,16,33,137,4.576752892128786,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
390,3,17,33,139,5.858995187682701,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
391,3,17,33,141,19.593006558373133,True,False,False,False,True,True,True,corrective_audit,interval_limit_intersection;stale_telemetry;rolling_residual_alarm
392,3,17,33,143,2.647430321090002,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
393,3,17,33,149,4.147672594124822,False,True,False,False,False,True,True,corrective_audit,interval_limit_intersection;unseen_topology
394,3,17,33,153,2.0466415568413843,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
395,3,17,33,159,0.8827521344846327,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
396,3,18,33,161,2.7952186571984012,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
397,3,18,33,162,4.388959658720453,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
398,3,18,33,170,4.211097399945661,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
399,3,18,33,178,5.696363330563023,True,False,False,False,False,False,False,corrective_audit,stale_telemetry
400,3,18,33,180,2.0897083162558876,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
401,3,18,33,199,0.6271118462571945,False,True,False,False,False,True,True,corrective_audit,interval_limit_intersection;unseen_topology
402,3,19,33,200,10.766938217852731,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
403,3,19,33,201,3.284702938442631,False,False,False,False,False,False,False,release,valid_low_risk
404,3,19,33,206,9.418376680809835,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
405,3,19,33,213,0.5251715266511013,False,False,False,False,False,False,False,release,valid_low_risk
406,3,19,33,215,3.813448587876723,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
407,3,19,33,221,2.8518307174816706,False,False,False,False,False,False,False,release,valid_low_risk
408,3,20,33,233,5.687540230991565,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
409,3,20,33,235,4.397322565252727,False,False,False,False,False,False,False,watch,near_limit_margin
410,3,20,33,236,3.5563216764573564,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
411,3,20,33,238,9.61151044881757,True,False,False,False,False,False,False,corrective_audit,stale_telemetry
412,3,20,33,240,5.412163082355914,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
413,3,20,33,243,6.028687118006361,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
414,3,21,33,244,6.868682957350228,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
415,3,21,33,260,2.9536886343110553,False,False,False,False,False,False,False,release,valid_low_risk
416,3,21,33,264,0.9009370926792526,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
417,3,21,33,285,0.7634044275453712,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
418,3,21,33,289,0.7672633306244264,False,False,False,False,False,False,False,release,valid_low_risk
419,3,21,33,292,1.907777780321068,False,False,False,False,False,False,False,release,valid_low_risk
420,3,22,69,4,1.891134658803023,False,False,False,False,False,False,False,watch,near_limit_margin
421,3,22,69,5,2.1078489156510574,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
422,3,22,69,16,10.940678504878113,True,False,False,False,False,False,False,corrective_audit,stale_telemetry
423,3,22,69,17,6.281698814925418,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
424,3,22,69,20,1.5892322506380934,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
425,3,22,69,22,1.4182219855676124,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
426,3,23,69,27,2.0479245153485217,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
427,3,23,69,28,2.3118546638888353,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
428,3,23,69,34,2.4835459326550695,False,False,False,False,False,False,False,release,valid_low_risk
429,3,23,69,38,6.5357395979518484,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
430,3,23,69,40,6.9848738540079465,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
431,3,23,69,42,5.305707591445507,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
432,4,0,69,50,0.36291342084044376,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
433,4,0,69,73,3.163743119197362,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
434,4,0,69,84,0.8600516156781032,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
435,4,0,69,88,3.3711143242454957,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
436,4,0,69,99,2.470304160065314,False,False,False,False,False,False,False,release,valid_low_risk
437,4,0,69,101,5.187307005055087,True,False,True,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry;out_of_envelope_forecast
438,4,1,69,102,3.355262321944058,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
439,4,1,69,108,2.287232305655773,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
440,4,1,69,116,3.658553400663085,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
441,4,1,69,118,4.9901251100340716,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
442,4,1,69,120,3.491996605840064,False,False,False,False,False,False,False,release,valid_low_risk
443,4,1,69,122,1.8267999977732385,False,False,False,False,False,False,False,release,valid_low_risk
444,4,2,69,126,12.161261951551856,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
445,4,2,69,127,1.4996488186557932,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
446,4,2,69,133,0.6518424813569891,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
447,4,2,69,136,1.2898445811456636,False,True,False,False,False,True,True,corrective_audit,interval_limit_intersection;unseen_topology
448,4,2,69,144,0.20666883841993464,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
449,4,2,69,147,2.2568063647494676,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
450,4,3,69,156,3.0209655725342444,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
451,4,3,69,158,12.198707167580867,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
452,4,3,69,164,3.4072078239505044,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
453,4,3,69,168,3.3727531583546693,False,False,True,False,False,True,True,corrective_audit,interval_limit_intersection;out_of_envelope_forecast
454,4,3,69,194,2.121364117365227,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
455,4,3,69,197,1.9969097918164203,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
456,4,4,69,200,4.428943084688465,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
457,4,4,69,201,2.1930607386405048,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
458,4,4,69,205,5.362423454741407,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
459,4,4,69,206,4.597118706268188,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
460,4,4,69,209,1.1629688608957978,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
461,4,4,69,210,2.026624272926036,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
462,4,5,69,214,8.125980550340657,True,False,False,False,False,False,False,corrective_audit,stale_telemetry
463,4,5,69,218,3.23191277813447,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
464,4,5,69,230,3.413428880079941,False,False,False,False,False,False,False,release,valid_low_risk
465,4,5,69,235,0.10330190574631665,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
466,4,5,69,244,5.834150134914513,True,False,True,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry;out_of_envelope_forecast
467,4,5,69,251,7.910331037267567,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
468,4,6,69,254,8.98530974077916,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
469,4,6,69,257,0.8440841668528721,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
470,4,6,69,268,0.2633223316498448,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
471,4,6,69,269,3.3334678129772604,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
472,4,6,69,272,4.83744666579369,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
473,4,6,69,275,2.0122117236156805,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
474,4,7,69,281,2.5010306871510437,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
475,4,7,69,286,1.3736345536017824,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
476,4,7,69,291,0.7738612813153313,False,False,False,False,False,False,False,release,valid_low_risk
477,4,7,69,294,3.682734141954744,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
478,4,7,69,297,3.40402704248522,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
479,4,7,69,299,2.035102623399534,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
480,4,8,33,3,4.774702945869238,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
481,4,8,33,11,7.773641062862367,True,False,False,False,False,False,False,corrective_audit,stale_telemetry
482,4,8,33,13,13.769655159414913,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
483,4,8,33,17,5.522921289234469,True,False,False,False,False,False,False,corrective_audit,stale_telemetry
484,4,8,33,18,1.4115561758019384,False,False,False,False,False,False,False,release,valid_low_risk
485,4,8,33,22,1.231601546599178,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
486,4,9,33,27,6.8379851645276375,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
487,4,9,33,31,5.485798766473492,True,False,False,False,False,False,False,corrective_audit,stale_telemetry
488,4,9,33,38,1.0349584742039384,False,False,False,False,False,False,False,release,valid_low_risk
489,4,9,33,47,5.4877375607002215,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
490,4,9,33,52,0.9171176683261133,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
491,4,9,33,59,1.2890022192475366,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
492,4,10,33,72,6.61595714491327,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
493,4,10,33,84,2.893521611168037,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
494,4,10,33,86,3.145320893604938,False,False,False,False,False,False,False,release,valid_low_risk
495,4,10,33,94,5.41348804652,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
496,4,10,33,95,1.8449277762189784,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
497,4,10,33,104,3.4298009796957425,False,False,False,False,False,False,False,release,valid_low_risk
498,4,11,33,105,3.791253618906905,False,False,False,False,False,False,False,release,valid_low_risk
499,4,11,33,112,7.04271049750056,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
500,4,11,33,116,0.7710100033458086,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
501,4,11,33,122,1.1988305499705656,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
502,4,11,33,124,4.674800308699196,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
503,4,11,33,128,2.7060291379905297,False,False,False,False,False,False,False,watch,near_limit_margin
504,4,12,33,131,2.3728685374736234,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
505,4,12,33,133,3.038322456849395,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
506,4,12,33,134,1.5620946299040817,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
507,4,12,33,135,3.383214634092792,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
508,4,12,33,136,7.940460204831362,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
509,4,12,33,137,9.23953881218979,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
510,4,13,33,139,2.447266237145611,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
511,4,13,33,141,2.24265957725591,False,True,False,False,False,True,True,corrective_audit,interval_limit_intersection;unseen_topology
512,4,13,33,143,3.70656361130634,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
513,4,13,33,149,2.313167875866585,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
514,4,13,33,153,0.575216352748489,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
515,4,13,33,159,1.3578490129254814,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
516,4,14,33,161,1.7677070754089295,False,False,True,False,False,True,True,corrective_audit,interval_limit_intersection;out_of_envelope_forecast
517,4,14,33,162,3.268092159166343,False,False,False,True,False,True,True,corrective_audit,interval_limit_intersection;operator_override
518,4,14,33,170,8.89205901118888,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
519,4,14,33,178,3.555577083922444,False,False,False,False,False,False,False,release,valid_low_risk
520,4,14,33,180,5.497599936041958,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
521,4,14,33,199,11.457909662112112,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
522,4,15,33,200,5.360751048306269,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
523,4,15,33,201,4.25762583235289,False,False,False,False,False,False,False,release,valid_low_risk
524,4,15,33,206,1.7334283629453624,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
525,4,15,33,213,3.600553789869395,False,False,False,False,False,False,False,release,valid_low_risk
526,4,15,33,215,5.762809016248071,True,False,True,False,True,True,True,corrective_audit,interval_limit_intersection;stale_telemetry;out_of_envelope_forecast;rolling_residual_alarm
527,4,15,33,221,1.8995283700323142,False,False,False,False,False,False,False,release,valid_low_risk
528,4,16,33,233,6.73298333996301,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
529,4,16,33,235,2.393094572812731,False,False,False,False,False,False,False,watch,near_limit_margin
530,4,16,33,236,2.801509267533759,False,True,True,False,False,True,True,corrective_audit,interval_limit_intersection;unseen_topology;out_of_envelope_forecast
531,4,16,33,238,1.2244451115761268,False,False,False,False,False,False,False,watch,near_limit_margin
532,4,16,33,240,3.688042617756479,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
533,4,16,33,243,1.6234635552759207,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
534,4,17,33,244,1.3595208796919465,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
535,4,17,33,260,3.0692075206301586,False,False,False,False,False,False,False,release,valid_low_risk
536,4,17,33,264,2.7960660889606714,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
537,4,17,33,285,16.173243749649952,True,False,True,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry;out_of_envelope_forecast
538,4,17,33,289,4.259515076892941,False,False,False,False,False,False,False,release,valid_low_risk
539,4,17,33,292,0.7133828409070468,False,False,False,False,False,False,False,release,valid_low_risk
540,4,18,69,4,1.9791220576584305,False,False,False,False,False,False,False,watch,near_limit_margin
541,4,18,69,5,1.9015525897699395,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
542,4,18,69,16,1.8502471335571329,False,False,False,False,False,False,False,release,valid_low_risk
543,4,18,69,17,0.19945328015553493,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
544,4,18,69,20,6.008811026664007,True,False,False,False,False,True,True,corrective_audit,interval_limit_intersection;stale_telemetry
545,4,18,69,22,3.717628262767857,False,False,False,False,False,True,True,corrective_audit,interval_limit_intersection
546,4,19,69,27,1.5511806814640068,False,False,False,True,False,True,True,corrective_audit,interval_limit_intersection;operator_override
